Road_Type,Weather,Traffic_Density,Speed_Limit,Bike_Speed,Accident_Severity
Highway,Foggy,3.0,80.0,116.0,No Accident
Highway,Rainy,3.0,80.0,63.0,No Accident
Highway,Rainy,2.0,80.0,83.0,No Accident
Highway,Clear,6.0,80.0,44.0,No Accident
Highway,Foggy,1.0,80.0,75.0,No Accident
Highway,Rainy,5.0,80.0,54.0,No Accident
Highway,Foggy,5.0,80.0,78.0,No Accident
Highway,Rainy,5.0,80.0,42.0,No Accident
Highway,Clear,2.0,80.0,65.0,No Accident
Highway,Foggy,6.0,80.0,85.0,No Accident
Highway,Rainy,6.0,80.0,80.0,No Accident
Highway,Clear,1.0,80.0,94.0,No Accident
Highway,Foggy,6.0,80.0,119.0,No Accident
Highway,Rainy,7.0,80.0,81.0,No Accident
Highway,Rainy,7.0,80.0,119.0,No Accident
Highway,Clear,3.0,80.0,47.0,No Accident
Highway,Foggy,1.0,80.0,111.0,No Accident
Highway,Rainy,2.0,80.0,77.0,No Accident
Highway,Foggy,2.0,80.0,80.0,No Accident
Highway,Rainy,1.0,80.0,107.0,No Accident
Highway,Clear,1.0,80.0,86.0,No Accident
Highway,Foggy,3.0,80.0,42.0,No Accident
Highway,Rainy,3.0,80.0,65.0,No Accident
Highway,Clear,1.0,80.0,102.0,No Accident
Highway,Foggy,6.0,80.0,102.0,No Accident
Highway,Rainy,3.0,80.0,62.0,No Accident
Highway,Rainy,1.0,80.0,81.0,No Accident
Highway,Clear,3.0,80.0,59.0,No Accident
Highway,Foggy,7.0,80.0,78.0,No Accident
Highway,Rainy,1.0,80.0,108.0,No Accident
Highway,Foggy,5.0,80.0,97.0,No Accident
Highway,Rainy,3.0,80.0,71.0,No Accident
Highway,Clear,2.0,80.0,88.0,No Accident
Highway,Foggy,1.0,80.0,59.0,No Accident
Highway,Rainy,3.0,80.0,65.0,No Accident
Highway,Clear,7.0,80.0,42.0,No Accident
Highway,Foggy,2.0,80.0,61.0,No Accident
Highway,Rainy,6.0,80.0,62.0,No Accident
Highway,Rainy,4.0,80.0,99.0,No Accident
Highway,Clear,2.0,80.0,117.0,No Accident
Highway,Foggy,2.0,80.0,84.0,No Accident
Highway,Rainy,4.0,80.0,106.0,No Accident
Highway,Foggy,4.0,80.0,90.0,No Accident
Highway,Rainy,3.0,80.0,88.0,No Accident
Highway,Clear,7.0,80.0,106.0,No Accident
Highway,Foggy,1.0,80.0,87.0,No Accident
Highway,Rainy,3.0,80.0,99.0,No Accident
Highway,Clear,1.0,80.0,86.0,No Accident
Highway,Foggy,5.0,80.0,96.0,No Accident
Highway,Rainy,5.0,80.0,117.0,No Accident
Highway,Rainy,4.0,80.0,73.0,No Accident
Village Road,Clear,1.0,50.0,58.0,No Accident
Village Road,Foggy,2.0,50.0,56.0,No Accident
Village Road,Rainy,5.0,50.0,95.0,No Accident
Village Road,Foggy,5.0,50.0,113.0,No Accident
Village Road,Rainy,6.0,50.0,97.0,No Accident
Village Road,Clear,7.0,50.0,101.0,No Accident
Village Road,Foggy,6.0,50.0,98.0,No Accident
Village Road,Rainy,3.0,50.0,115.0,No Accident
Village Road,Clear,3.0,50.0,92.0,No Accident
Village Road,Foggy,5.0,50.0,111.0,No Accident
Village Road,Rainy,5.0,50.0,58.0,No Accident
Village Road,Rainy,6.0,50.0,90.0,No Accident
Village Road,Clear,7.0,50.0,84.0,No Accident
Village Road,Foggy,3.0,50.0,80.0,No Accident
Village Road,Rainy,6.0,50.0,76.0,No Accident
Village Road,Foggy,6.0,50.0,77.0,No Accident
Village Road,Rainy,1.0,50.0,84.0,No Accident
Village Road,Clear,2.0,50.0,51.0,No Accident
Village Road,Foggy,3.0,50.0,111.0,No Accident
Village Road,Rainy,2.0,50.0,78.0,No Accident
Village Road,Clear,1.0,50.0,53.0,No Accident
Village Road,Foggy,6.0,50.0,50.0,No Accident
Village Road,Rainy,7.0,50.0,107.0,No Accident
Village Road,Rainy,2.0,50.0,88.0,No Accident
Village Road,Clear,1.0,50.0,46.0,No Accident
Village Road,Foggy,7.0,50.0,89.0,No Accident
Village Road,Rainy,6.0,50.0,118.0,No Accident
Village Road,Foggy,3.0,50.0,59.0,No Accident
Village Road,Rainy,5.0,50.0,77.0,No Accident
Village Road,Clear,1.0,50.0,92.0,No Accident
Village Road,Foggy,5.0,50.0,45.0,No Accident
Village Road,Rainy,6.0,50.0,98.0,No Accident
Village Road,Clear,6.0,50.0,114.0,No Accident
Village Road,Foggy,2.0,50.0,64.0,No Accident
Village Road,Rainy,1.0,50.0,75.0,No Accident
Village Road,Rainy,2.0,50.0,113.0,No Accident
Village Road,Clear,5.0,50.0,54.0,No Accident
Village Road,Foggy,2.0,50.0,89.0,No Accident
Village Road,Rainy,7.0,50.0,45.0,No Accident
Village Road,Foggy,1.0,50.0,87.0,No Accident
Village Road,Rainy,1.0,50.0,100.0,No Accident
Village Road,Clear,4.0,50.0,77.0,No Accident
Village Road,Foggy,5.0,50.0,103.0,No Accident
Village Road,Rainy,1.0,50.0,73.0,No Accident
Village Road,Clear,1.0,50.0,111.0,No Accident
Village Road,Foggy,1.0,50.0,100.0,No Accident
Village Road,Rainy,4.0,50.0,45.0,No Accident
Village Road,Rainy,5.0,50.0,90.0,No Accident
Village Road,Clear,1.0,50.0,111.0,No Accident
Village Road,Foggy,7.0,50.0,109.0,No Accident
Village Road,Rainy,7.0,50.0,58.0,No Accident
Village Road,Foggy,7.0,50.0,89.0,No Accident
Village Road,Rainy,1.0,50.0,68.0,No Accident
Village Road,Clear,3.0,50.0,82.0,No Accident
Village Road,Foggy,4.0,50.0,93.0,No Accident
Village Road,Rainy,5.0,50.0,112.0,No Accident
Village Road,Clear,4.0,50.0,104.0,No Accident
Village Road,Foggy,2.0,50.0,49.0,No Accident
Village Road,Rainy,5.0,50.0,67.0,No Accident
Village Road,Rainy,5.0,50.0,118.0,No Accident
Village Road,Clear,7.0,50.0,79.0,No Accident
Village Road,Foggy,3.0,50.0,90.0,No Accident
Village Road,Rainy,5.0,50.0,103.0,No Accident
Village Road,Foggy,3.0,50.0,108.0,No Accident
Village Road,Rainy,5.0,50.0,108.0,No Accident
Village Road,Clear,7.0,50.0,52.0,No Accident
Village Road,Foggy,5.0,50.0,100.0,No Accident
Village Road,Rainy,4.0,50.0,110.0,No Accident
Village Road,Clear,4.0,50.0,76.0,No Accident
Village Road,Foggy,4.0,50.0,115.0,No Accident
Village Road,Rainy,7.0,50.0,75.0,No Accident
Village Road,Rainy,3.0,50.0,68.0,No Accident
Village Road,Clear,7.0,50.0,58.0,No Accident
Village Road,Foggy,2.0,50.0,96.0,No Accident
Village Road,Rainy,7.0,50.0,89.0,No Accident
Village Road,Foggy,2.0,50.0,107.0,No Accident
Village Road,Rainy,5.0,50.0,98.0,No Accident
Village Road,Clear,7.0,50.0,68.0,No Accident
Village Road,Foggy,3.0,50.0,105.0,No Accident
Village Road,Rainy,4.0,50.0,53.0,No Accident
Village Road,Clear,7.0,50.0,70.0,No Accident
Village Road,Foggy,1.0,50.0,120.0,No Accident
Village Road,Rainy,1.0,50.0,85.0,No Accident
Village Road,Rainy,2.0,50.0,45.0,No Accident
Village Road,Clear,2.0,50.0,117.0,No Accident
Village Road,Foggy,4.0,50.0,91.0,No Accident
Village Road,Rainy,5.0,50.0,52.0,No Accident
Village Road,Foggy,4.0,50.0,86.0,No Accident
Village Road,Rainy,7.0,50.0,62.0,No Accident
Village Road,Clear,3.0,50.0,63.0,No Accident
Village Road,Foggy,7.0,50.0,45.0,No Accident
Village Road,Rainy,5.0,50.0,91.0,No Accident
Village Road,Clear,3.0,50.0,98.0,No Accident
Village Road,Foggy,2.0,50.0,93.0,No Accident
Village Road,Rainy,3.0,50.0,47.0,No Accident
Village Road,Rainy,3.0,50.0,103.0,No Accident
Village Road,Clear,6.0,50.0,91.0,No Accident
Village Road,Foggy,4.0,50.0,83.0,No Accident
Village Road,Rainy,1.0,50.0,41.0,No Accident
Village Road,Foggy,4.0,50.0,120.0,No Accident
Village Road,Rainy,1.0,50.0,43.0,No Accident
Village Road,Clear,7.0,50.0,58.0,No Accident
Village Road,Foggy,5.0,50.0,104.0,No Accident
Village Road,Rainy,3.0,50.0,119.0,No Accident
Village Road,Clear,7.0,50.0,78.0,No Accident
Village Road,Foggy,5.0,50.0,67.0,No Accident
Village Road,Rainy,6.0,50.0,41.0,No Accident
Village Road,Rainy,1.0,50.0,65.0,No Accident
Village Road,Clear,4.0,50.0,83.0,No Accident
Village Road,Foggy,5.0,50.0,75.0,No Accident
Village Road,Rainy,1.0,50.0,42.0,No Accident
Village Road,Foggy,4.0,50.0,119.0,No Accident
Village Road,Rainy,4.0,50.0,100.0,No Accident
Village Road,Clear,1.0,50.0,79.0,No Accident
Village Road,Foggy,2.0,50.0,70.0,No Accident
Village Road,Rainy,2.0,50.0,97.0,No Accident
Village Road,Clear,2.0,50.0,85.0,No Accident
Village Road,Foggy,4.0,50.0,84.0,No Accident
Village Road,Rainy,1.0,50.0,52.0,No Accident
Village Road,Rainy,3.0,50.0,111.0,No Accident
Village Road,Clear,6.0,50.0,51.0,No Accident
Village Road,Foggy,7.0,50.0,40.0,No Accident
Village Road,Rainy,7.0,50.0,88.0,No Accident
Village Road,Foggy,2.0,50.0,89.0,No Accident
Village Road,Rainy,5.0,50.0,73.0,No Accident
Village Road,Clear,3.0,50.0,91.0,No Accident
Village Road,Foggy,1.0,50.0,63.0,No Accident
Village Road,Rainy,5.0,50.0,114.0,No Accident
Village Road,Clear,2.0,50.0,117.0,No Accident
Village Road,Foggy,3.0,50.0,63.0,No Accident
Village Road,Rainy,3.0,50.0,105.0,No Accident
Village Road,Rainy,4.0,50.0,56.0,No Accident
Village Road,Clear,1.0,50.0,97.0,No Accident
Village Road,Foggy,1.0,50.0,80.0,No Accident
Village Road,Rainy,4.0,50.0,59.0,No Accident
Village Road,Foggy,4.0,50.0,64.0,No Accident
Village Road,Rainy,4.0,50.0,89.0,No Accident
Village Road,Clear,7.0,50.0,110.0,No Accident
Village Road,Foggy,5.0,50.0,76.0,No Accident
Village Road,Rainy,5.0,50.0,72.0,No Accident
Village Road,Clear,3.0,50.0,84.0,No Accident
Village Road,Foggy,7.0,50.0,117.0,No Accident
Village Road,Rainy,2.0,50.0,78.0,No Accident
Village Road,Rainy,4.0,50.0,108.0,No Accident
Village Road,Clear,5.0,50.0,62.0,No Accident
Village Road,Foggy,5.0,50.0,98.0,No Accident
Village Road,Rainy,4.0,50.0,55.0,No Accident
Village Road,Foggy,7.0,50.0,105.0,No Accident
Village Road,Rainy,6.0,50.0,89.0,No Accident
Village Road,Clear,7.0,50.0,70.0,No Accident
Village Road,Foggy,3.0,50.0,49.0,No Accident
Village Road,Rainy,1.0,50.0,87.0,No Accident
Village Road,Clear,4.0,50.0,113.0,No Accident
Village Road,Foggy,3.0,50.0,63.0,No Accident
Village Road,Rainy,5.0,50.0,101.0,No Accident
Village Road,Rainy,4.0,50.0,74.0,No Accident
Village Road,Clear,1.0,50.0,117.0,No Accident
Village Road,Foggy,3.0,50.0,65.0,No Accident
Village Road,Rainy,6.0,50.0,56.0,No Accident
Village Road,Foggy,6.0,50.0,109.0,No Accident
Village Road,Rainy,5.0,50.0,61.0,No Accident
Village Road,Clear,2.0,50.0,79.0,No Accident
Village Road,Foggy,1.0,50.0,111.0,No Accident
Village Road,Rainy,4.0,50.0,77.0,No Accident
Village Road,Clear,2.0,50.0,81.0,No Accident
Village Road,Foggy,3.0,50.0,84.0,No Accident
Village Road,Rainy,3.0,50.0,90.0,No Accident
Village Road,Rainy,5.0,50.0,119.0,No Accident
Village Road,Clear,1.0,50.0,108.0,No Accident
Village Road,Foggy,1.0,50.0,83.0,No Accident
Village Road,Rainy,2.0,50.0,107.0,No Accident
Village Road,Foggy,7.0,50.0,49.0,No Accident
Village Road,Rainy,1.0,50.0,96.0,No Accident
Village Road,Clear,1.0,50.0,58.0,No Accident
Village Road,Foggy,1.0,50.0,98.0,No Accident
Village Road,Rainy,7.0,50.0,51.0,No Accident
Village Road,Clear,3.0,50.0,81.0,No Accident
Village Road,Foggy,4.0,50.0,100.0,No Accident
Village Road,Rainy,4.0,50.0,63.0,No Accident
Village Road,Rainy,7.0,50.0,57.0,No Accident
Village Road,Clear,6.0,50.0,106.0,No Accident
Village Road,Foggy,3.0,50.0,107.0,No Accident
Village Road,Rainy,1.0,50.0,117.0,No Accident
Village Road,Foggy,1.0,50.0,59.0,No Accident
Village Road,Rainy,6.0,50.0,89.0,No Accident
Village Road,Clear,3.0,50.0,76.0,No Accident
Village Road,Foggy,2.0,50.0,91.0,No Accident
Village Road,Rainy,7.0,50.0,94.0,No Accident
Village Road,Clear,5.0,50.0,101.0,No Accident
Village Road,Foggy,1.0,50.0,84.0,No Accident
Village Road,Rainy,4.0,50.0,100.0,No Accident
Village Road,Rainy,2.0,50.0,89.0,No Accident
Village Road,Clear,7.0,50.0,106.0,No Accident
Village Road,Foggy,6.0,50.0,88.0,No Accident
Village Road,Rainy,4.0,50.0,46.0,No Accident
Village Road,Foggy,1.0,50.0,81.0,No Accident
Village Road,Rainy,7.0,50.0,54.0,No Accident
Village Road,Clear,6.0,50.0,109.0,No Accident
Village Road,Foggy,3.0,50.0,102.0,No Accident
Village Road,Rainy,7.0,50.0,64.0,No Accident
Village Road,Clear,4.0,50.0,109.0,No Accident
Village Road,Foggy,5.0,50.0,62.0,No Accident
Village Road,Rainy,2.0,50.0,86.0,No Accident
Village Road,Rainy,4.0,50.0,103.0,No Accident
Village Road,Clear,3.0,50.0,44.0,No Accident
Village Road,Foggy,7.0,50.0,107.0,No Accident
Village Road,Rainy,2.0,50.0,60.0,No Accident
Village Road,Foggy,2.0,50.0,75.0,No Accident
Village Road,Rainy,4.0,50.0,74.0,No Accident
Village Road,Clear,3.0,50.0,102.0,No Accident
Village Road,Foggy,5.0,50.0,114.0,No Accident
Village Road,Rainy,6.0,50.0,105.0,No Accident
Village Road,Clear,4.0,50.0,92.0,No Accident
Village Road,Foggy,4.0,50.0,108.0,No Accident
Village Road,Rainy,3.0,50.0,108.0,No Accident
Village Road,Rainy,1.0,50.0,54.0,No Accident
Village Road,Clear,3.0,50.0,60.0,No Accident
Village Road,Foggy,3.0,50.0,99.0,No Accident
Village Road,Rainy,7.0,50.0,75.0,No Accident
Village Road,Foggy,7.0,50.0,119.0,No Accident
Village Road,Rainy,3.0,50.0,94.0,No Accident
Village Road,Clear,7.0,50.0,51.0,No Accident
Village Road,Foggy,1.0,50.0,115.0,No Accident
Village Road,Rainy,5.0,50.0,58.0,No Accident
Village Road,Clear,7.0,50.0,110.0,No Accident
Village Road,Foggy,2.0,50.0,67.0,No Accident
Village Road,Rainy,5.0,50.0,57.0,No Accident
Village Road,Rainy,5.0,50.0,78.0,No Accident
Village Road,Clear,2.0,50.0,113.0,No Accident
Village Road,Foggy,6.0,50.0,57.0,No Accident
Village Road,Rainy,1.0,50.0,105.0,No Accident
Village Road,Foggy,4.0,50.0,88.0,No Accident
Village Road,Rainy,7.0,50.0,79.0,No Accident
Village Road,Clear,5.0,50.0,63.0,No Accident
Village Road,Foggy,5.0,50.0,97.0,No Accident
Village Road,Rainy,4.0,50.0,87.0,No Accident
Village Road,Clear,6.0,50.0,66.0,No Accident
Village Road,Foggy,2.0,50.0,65.0,No Accident
Village Road,Rainy,6.0,50.0,112.0,No Accident
Village Road,Rainy,4.0,50.0,97.0,No Accident
Village Road,Clear,7.0,50.0,90.0,No Accident
Village Road,Foggy,4.0,50.0,94.0,No Accident
Village Road,Rainy,4.0,50.0,70.0,No Accident
Village Road,Foggy,3.0,50.0,98.0,No Accident
Village Road,Rainy,7.0,50.0,118.0,No Accident
Village Road,Clear,2.0,50.0,64.0,No Accident
Village Road,Foggy,2.0,50.0,85.0,No Accident
Village Road,Rainy,3.0,50.0,73.0,No Accident
Village Road,Clear,4.0,50.0,53.0,No Accident
Village Road,Foggy,4.0,50.0,59.0,No Accident
Village Road,Rainy,7.0,50.0,62.0,No Accident
Village Road,Rainy,1.0,50.0,120.0,No Accident
Village Road,Clear,6.0,50.0,72.0,No Accident
Village Road,Foggy,6.0,50.0,42.0,No Accident
Village Road,Rainy,7.0,50.0,45.0,No Accident
Village Road,Foggy,4.0,50.0,52.0,No Accident
Village Road,Rainy,1.0,50.0,73.0,No Accident
Village Road,Clear,6.0,50.0,67.0,No Accident
Village Road,Foggy,2.0,50.0,117.0,No Accident
Village Road,Rainy,5.0,50.0,113.0,No Accident
Village Road,Clear,6.0,50.0,65.0,No Accident
Village Road,Foggy,7.0,50.0,114.0,No Accident
Village Road,Rainy,1.0,50.0,105.0,No Accident
Village Road,Rainy,6.0,50.0,72.0,No Accident
Village Road,Clear,2.0,50.0,85.0,No Accident
Village Road,Foggy,1.0,50.0,106.0,No Accident
Village Road,Rainy,4.0,50.0,42.0,No Accident
Village Road,Foggy,4.0,50.0,83.0,No Accident
Village Road,Rainy,3.0,50.0,97.0,No Accident
Village Road,Clear,7.0,50.0,96.0,No Accident
Village Road,Foggy,5.0,50.0,68.0,No Accident
Village Road,Rainy,6.0,50.0,105.0,No Accident
Village Road,Clear,1.0,50.0,54.0,No Accident
Village Road,Foggy,4.0,50.0,113.0,No Accident
Village Road,Rainy,5.0,50.0,98.0,No Accident
Village Road,Rainy,1.0,50.0,97.0,No Accident
Village Road,Clear,7.0,50.0,67.0,No Accident
Village Road,Foggy,5.0,50.0,73.0,No Accident
Village Road,Rainy,3.0,50.0,51.0,No Accident
Village Road,Foggy,3.0,50.0,66.0,No Accident
Village Road,Rainy,7.0,50.0,51.0,No Accident
Village Road,Clear,1.0,50.0,83.0,No Accident
Village Road,Foggy,5.0,50.0,118.0,No Accident
City Road,Rainy,6.0,70.0,53.0,No Accident
City Road,Clear,2.0,70.0,119.0,No Accident
City Road,Foggy,2.0,70.0,116.0,No Accident
City Road,Rainy,7.0,70.0,91.0,No Accident
City Road,Rainy,6.0,70.0,66.0,No Accident
City Road,Clear,3.0,70.0,77.0,No Accident
City Road,Foggy,5.0,70.0,120.0,No Accident
City Road,Rainy,3.0,70.0,101.0,No Accident
City Road,Foggy,2.0,70.0,119.0,No Accident
City Road,Rainy,1.0,70.0,40.0,No Accident
City Road,Clear,4.0,70.0,60.0,No Accident
City Road,Foggy,7.0,70.0,106.0,No Accident
City Road,Rainy,5.0,70.0,98.0,No Accident
City Road,Clear,6.0,70.0,105.0,No Accident
City Road,Foggy,6.0,70.0,42.0,No Accident
City Road,Rainy,4.0,70.0,47.0,No Accident
City Road,Rainy,4.0,70.0,51.0,No Accident
City Road,Clear,4.0,70.0,116.0,No Accident
City Road,Foggy,3.0,70.0,47.0,No Accident
City Road,Rainy,1.0,70.0,84.0,No Accident
City Road,Foggy,1.0,70.0,62.0,No Accident
City Road,Rainy,2.0,70.0,110.0,No Accident
City Road,Clear,6.0,70.0,41.0,No Accident
City Road,Foggy,3.0,70.0,41.0,No Accident
City Road,Rainy,7.0,70.0,107.0,No Accident
City Road,Clear,5.0,70.0,77.0,No Accident
City Road,Foggy,7.0,70.0,92.0,No Accident
City Road,Rainy,3.0,70.0,120.0,No Accident
City Road,Rainy,4.0,70.0,44.0,No Accident
City Road,Clear,7.0,70.0,50.0,No Accident
City Road,Foggy,5.0,70.0,77.0,No Accident
City Road,Rainy,7.0,70.0,70.0,No Accident
City Road,Foggy,5.0,70.0,100.0,No Accident
City Road,Rainy,3.0,70.0,68.0,No Accident
City Road,Clear,1.0,70.0,66.0,No Accident
City Road,Foggy,5.0,70.0,56.0,No Accident
City Road,Rainy,4.0,70.0,97.0,No Accident
City Road,Clear,4.0,70.0,93.0,No Accident
City Road,Foggy,1.0,70.0,115.0,No Accident
City Road,Rainy,2.0,70.0,117.0,No Accident
City Road,Rainy,3.0,70.0,112.0,No Accident
City Road,Clear,5.0,70.0,84.0,No Accident
City Road,Foggy,1.0,70.0,48.0,No Accident
City Road,Rainy,3.0,70.0,76.0,No Accident
City Road,Foggy,5.0,70.0,75.0,No Accident
City Road,Rainy,5.0,70.0,90.0,No Accident
City Road,Clear,1.0,70.0,43.0,No Accident
City Road,Foggy,2.0,70.0,67.0,No Accident
City Road,Rainy,1.0,70.0,92.0,No Accident
City Road,Clear,3.0,70.0,68.0,No Accident
City Road,Foggy,6.0,70.0,76.0,No Accident
City Road,Rainy,4.0,70.0,80.0,No Accident
City Road,Rainy,4.0,70.0,104.0,No Accident
City Road,Clear,2.0,70.0,45.0,No Accident
City Road,Foggy,6.0,70.0,64.0,No Accident
City Road,Rainy,5.0,70.0,61.0,No Accident
City Road,Foggy,5.0,70.0,96.0,No Accident
City Road,Rainy,5.0,70.0,73.0,No Accident
City Road,Clear,2.0,70.0,119.0,No Accident
City Road,Foggy,1.0,70.0,72.0,No Accident
City Road,Rainy,3.0,70.0,101.0,No Accident
City Road,Clear,3.0,70.0,62.0,No Accident
City Road,Foggy,4.0,70.0,77.0,No Accident
City Road,Rainy,3.0,70.0,110.0,No Accident
City Road,Rainy,1.0,70.0,108.0,No Accident
City Road,Clear,6.0,70.0,79.0,No Accident
City Road,Foggy,5.0,70.0,84.0,No Accident
City Road,Rainy,4.0,70.0,68.0,No Accident
City Road,Foggy,7.0,70.0,58.0,No Accident
City Road,Rainy,4.0,70.0,86.0,No Accident
City Road,Clear,1.0,70.0,103.0,No Accident
City Road,Foggy,5.0,70.0,88.0,No Accident
City Road,Rainy,1.0,70.0,113.0,No Accident
City Road,Clear,7.0,70.0,106.0,No Accident
City Road,Foggy,6.0,70.0,74.0,No Accident
City Road,Rainy,1.0,70.0,115.0,No Accident
City Road,Rainy,2.0,70.0,51.0,No Accident
City Road,Clear,1.0,70.0,40.0,No Accident
City Road,Foggy,6.0,70.0,77.0,No Accident
City Road,Rainy,6.0,70.0,67.0,No Accident
City Road,Foggy,1.0,70.0,42.0,No Accident
City Road,Rainy,5.0,70.0,114.0,No Accident
City Road,Clear,2.0,70.0,55.0,No Accident
City Road,Foggy,4.0,70.0,88.0,No Accident
City Road,Rainy,2.0,70.0,83.0,No Accident
City Road,Clear,2.0,70.0,98.0,No Accident
City Road,Foggy,7.0,70.0,57.0,No Accident
City Road,Rainy,1.0,70.0,40.0,No Accident
City Road,Rainy,7.0,70.0,58.0,No Accident
City Road,Clear,3.0,70.0,113.0,No Accident
City Road,Foggy,1.0,70.0,59.0,No Accident
City Road,Rainy,3.0,70.0,100.0,No Accident
City Road,Foggy,5.0,70.0,52.0,No Accident
City Road,Rainy,2.0,70.0,88.0,No Accident
City Road,Clear,5.0,70.0,55.0,No Accident
City Road,Foggy,3.0,70.0,115.0,No Accident
City Road,Rainy,3.0,70.0,44.0,No Accident
City Road,Clear,4.0,70.0,74.0,No Accident
City Road,Foggy,5.0,70.0,83.0,No Accident
City Road,Rainy,3.0,70.0,72.0,No Accident
City Road,Rainy,1.0,70.0,114.0,No Accident
City Road,Clear,3.0,70.0,118.0,No Accident
City Road,Foggy,5.0,70.0,57.0,No Accident
City Road,Rainy,1.0,70.0,61.0,No Accident
City Road,Foggy,7.0,70.0,46.0,No Accident
City Road,Rainy,3.0,70.0,70.0,No Accident
City Road,Clear,2.0,70.0,59.0,No Accident
City Road,Foggy,6.0,70.0,115.0,No Accident
City Road,Rainy,5.0,70.0,54.0,No Accident
City Road,Clear,1.0,70.0,61.0,No Accident
City Road,Foggy,1.0,70.0,108.0,No Accident
City Road,Rainy,6.0,70.0,115.0,No Accident
City Road,Rainy,7.0,70.0,57.0,No Accident
City Road,Clear,5.0,70.0,42.0,No Accident
City Road,Foggy,4.0,70.0,60.0,No Accident
City Road,Rainy,3.0,70.0,48.0,No Accident
City Road,Foggy,2.0,70.0,77.0,No Accident
City Road,Rainy,1.0,70.0,72.0,No Accident
City Road,Clear,7.0,70.0,72.0,No Accident
City Road,Foggy,5.0,70.0,93.0,No Accident
City Road,Rainy,4.0,70.0,71.0,No Accident
City Road,Clear,4.0,70.0,57.0,No Accident
City Road,Foggy,5.0,70.0,58.0,No Accident
City Road,Rainy,3.0,70.0,100.0,No Accident
City Road,Rainy,5.0,70.0,112.0,No Accident
City Road,Clear,5.0,70.0,101.0,No Accident
City Road,Foggy,4.0,70.0,84.0,No Accident
City Road,Rainy,5.0,70.0,117.0,No Accident
City Road,Foggy,6.0,70.0,67.0,No Accident
City Road,Rainy,7.0,70.0,75.0,No Accident
City Road,Clear,4.0,70.0,56.0,No Accident
City Road,Foggy,4.0,70.0,50.0,No Accident
City Road,Rainy,2.0,70.0,80.0,No Accident
City Road,Clear,3.0,70.0,46.0,No Accident
City Road,Foggy,2.0,70.0,57.0,No Accident
City Road,Rainy,1.0,70.0,62.0,No Accident
City Road,Rainy,1.0,70.0,95.0,No Accident
City Road,Clear,3.0,70.0,104.0,No Accident
City Road,Foggy,5.0,70.0,115.0,No Accident
City Road,Rainy,3.0,70.0,100.0,No Accident
City Road,Foggy,5.0,70.0,102.0,No Accident
City Road,Rainy,3.0,70.0,43.0,No Accident
City Road,Clear,7.0,70.0,55.0,No Accident
City Road,Foggy,4.0,70.0,94.0,No Accident
City Road,Rainy,1.0,70.0,113.0,No Accident
City Road,Clear,1.0,70.0,44.0,No Accident
City Road,Foggy,4.0,70.0,68.0,No Accident
City Road,Rainy,1.0,70.0,51.0,No Accident
City Road,Rainy,7.0,70.0,48.0,No Accident
City Road,Clear,2.0,70.0,115.0,No Accident
City Road,Foggy,1.0,70.0,113.0,No Accident
City Road,Rainy,3.0,70.0,102.0,No Accident
City Road,Foggy,6.0,70.0,91.0,No Accident
City Road,Rainy,6.0,70.0,68.0,No Accident
City Road,Clear,1.0,70.0,53.0,No Accident
City Road,Foggy,4.0,70.0,107.0,No Accident
City Road,Rainy,7.0,70.0,58.0,No Accident
City Road,Clear,2.0,70.0,89.0,No Accident
City Road,Foggy,3.0,70.0,66.0,No Accident
City Road,Rainy,1.0,70.0,53.0,No Accident
City Road,Rainy,4.0,70.0,65.0,No Accident
City Road,Clear,1.0,70.0,61.0,No Accident
City Road,Foggy,2.0,70.0,116.0,No Accident
City Road,Rainy,4.0,70.0,114.0,No Accident
City Road,Foggy,5.0,70.0,104.0,No Accident
City Road,Rainy,5.0,70.0,55.0,No Accident
City Road,Clear,3.0,70.0,108.0,No Accident
City Road,Foggy,7.0,70.0,77.0,No Accident
City Road,Rainy,2.0,70.0,120.0,No Accident
City Road,Clear,5.0,70.0,40.0,No Accident
City Road,Foggy,5.0,70.0,119.0,No Accident
City Road,Rainy,5.0,70.0,65.0,No Accident
City Road,Rainy,4.0,70.0,75.0,No Accident
City Road,Clear,3.0,70.0,119.0,No Accident
City Road,Foggy,7.0,70.0,95.0,No Accident
City Road,Rainy,3.0,70.0,111.0,No Accident
City Road,Foggy,4.0,70.0,81.0,No Accident
City Road,Rainy,3.0,70.0,57.0,No Accident
City Road,Clear,2.0,70.0,44.0,No Accident
City Road,Foggy,5.0,70.0,109.0,No Accident
City Road,Rainy,1.0,70.0,112.0,No Accident
City Road,Clear,5.0,70.0,79.0,No Accident
City Road,Foggy,2.0,70.0,53.0,No Accident
City Road,Rainy,5.0,70.0,67.0,No Accident
